Date,Product_Name,Category,Sub_category,Price,Discount,Sales_d,Revenue_d,M_Spend,Rating,Supply_Chain_E,Market_T,Seasonality_T,Success_Percentage
2025-02-23,Gaming Headset Z,Electronics,Accessories,1917,5,74,134765,4828,4.4,89,60,77,74
2025-02-23,Water Bottle Steel,Sports,Hydration,3783,10,61,207686,4761,4.5,82,69,62,61
2025-02-23,Wireless Mouse Pro,Electronics,Computing,2648,15,53,119292,4696,4.6,60,83,64,53
2025-02-24,Air Fryer Pro,Kitchen,Appliances,4591,0,43,197413,5308,3.6,67,47,56,43
2025-02-24,Yoga Mat Plus,Sports,Fitness,2144,10,19,36662,5303,3.8,70,78,72,19
2025-02-24,Smart Watch Neo,Electronics,Wearables,2304,5,60,131328,11783,4.0,67,80,78,60
2025-02-24,Blender Max,Kitchen,Appliances,5122,10,77,354954,8999,3.5,61,79,48,77
2025-02-24,Running Shoes X,Footwear,Sportswear,1670,15,75,106462,3051,4.6,63,61,55,75
2025-02-24,Coffee Maker Lite,Kitchen,Appliances,4547,5,66,285096,2307,4.4,76,80,65,66
2025-02-24,LED Desk Lamp,Home,Lighting,3547,10,33,105345,10039,3.9,87,40,71,33
2025-02-24,Gaming Headset Z,Electronics,Accessories,5105,0,30,153150,8603,3.7,75,89,33,30
2025-02-24,Water Bottle Steel,Sports,Hydration,4805,15,42,171538,2183,4.3,83,53,74,42
2025-02-24,Wireless Mouse Pro,Electronics,Computing,1336,5,40,50768,7698,3.8,68,65,49,40
2025-02-25,Air Fryer Pro,Kitchen,Appliances,3881,10,35,122251,8305,4.6,79,51,52,35
2025-02-25,Yoga Mat Plus,Sports,Fitness,4982,0,76,378632,11461,3.7,89,42,50,76
2025-02-25,Smart Watch Neo,Electronics,Wearables,5880,15,53,264894,4341,4.4,74,85,54,53
2025-02-25,Blender Max,Kitchen,Appliances,1783,0,75,133725,4672,3.6,82,43,56,75
2025-02-25,Running Shoes X,Footwear,Sportswear,1329,20,53,56349,11878,4.4,69,64,81,53
2025-02-25,Coffee Maker Lite,Kitchen,Appliances,1808,10,69,112276,6668,4.5,88,44,38,69
2025-02-25,LED Desk Lamp,Home,Lighting,3599,5,56,191466,6939,4.6,72,47,83,56
2025-02-25,Gaming Headset Z,Electronics,Accessories,1531,5,81,117810,4504,3.5,80,86,63,81
2025-02-25,Water Bottle Steel,Sports,Hydration,2387,0,43,102641,6647,4.8,60,40,71,43
2025-02-25,Wireless Mouse Pro,Electronics,Computing,2249,20,78,140337,7454,4.6,94,84,45,78
2025-02-26,Air Fryer Pro,Kitchen,Appliances,4558,0,33,150414,10848,4.6,73,84,35,33
2025-02-26,Yoga Mat Plus,Sports,Fitness,5058,20,40,161856,5580,4.0,90,74,35,40
2025-02-26,Smart Watch Neo,Electronics,Wearables,5877,5,55,307073,8169,4.7,85,59,35,55
2025-02-26,Blender Max,Kitchen,Appliances,1509,10,79,107289,8289,3.9,73,53,42,79
2025-02-26,Running Shoes X,Footwear,Sportswear,3750,15,54,172125,9658,3.6,94,56,64,54
2025-02-26,Coffee Maker Lite,Kitchen,Appliances,2738,15,36,83782,3635,4.4,83,56,36,36
2025-02-26,LED Desk Lamp,Home,Lighting,1873,0,73,136729,11343,4.4,74,86,33,73
2025-02-26,Gaming Headset Z,Electronics,Accessories,1607,10,44,63637,6827,4.7,63,84,55,44
2025-02-26,Water Bottle Steel,Sports,Hydration,2107,20,41,69109,6887,4.8,90,48,68,41
2025-02-26,Wireless Mouse Pro,Electronics,Computing,2380,5,54,122094,5847,3.6,75,74,59,54
2025-02-27,Air Fryer Pro,Kitchen,Appliances,2281,5,32,69342,9549,3.7,64,69,35,32
2025-02-27,Yoga Mat Plus,Sports,Fitness,2775,5,18,47452,4541,3.6,88,62,35,18
2025-02-27,Smart Watch Neo,Electronics,Wearables,1087,5,49,50599,2607,3.9,69,59,35,49
2025-02-27,Blender Max,Kitchen,Appliances,3471,10,68,212425,5177,3.5,76,71,33,68
2025-02-27,Running Shoes X,Footwear,Sportswear,5854,15,39,194060,2725,4.6,94,61,30,39
2025-02-27,Coffee Maker Lite,Kitchen,Appliances,4851,10,40,174636,2972,4.8,62,48,41,40
2025-02-27,LED Desk Lamp,Home,Lighting,1398,0,23,32154,11032,3.7,78,86,34,23
2025-02-27,Gaming Headset Z,Electronics,Accessories,3731,0,40,149240,4971,3.7,84,49,43,40
2025-02-27,Water Bottle Steel,Sports,Hydration,4361,0,33,143913,8782,3.5,73,74,81,33
2025-02-27,Wireless Mouse Pro,Electronics,Computing,2895,5,69,189767,11993,3.8,70,60,50,69
2025-02-28,Air Fryer Pro,Kitchen,Appliances,5580,0,57,318060,11169,3.6,70,55,78,56
2025-02-28,Yoga Mat Plus,Sports,Fitness,2353,10,44,93178,3012,4.5,75,45,73,44
2025-02-28,Smart Watch Neo,Electronics,Wearables,5386,5,24,122800,7877,4.2,86,66,44,24
2025-02-28,Blender Max,Kitchen,Appliances,2702,15,72,165362,4059,4.0,76,56,65,72
2025-02-28,Running Shoes X,Footwear,Sportswear,3828,20,52,159244,11117,3.9,73,49,36,52
2025-02-28,Coffee Maker Lite,Kitchen,Appliances,3995,20,42,134232,8940,3.9,78,52,71,42
2025-02-28,LED Desk Lamp,Home,Lighting,3892,20,40,124544,6933,4.0,61,61,61,40
2025-02-28,Gaming Headset Z,Electronics,Accessories,1583,5,56,84215,9108,4.6,89,84,48,56
2025-02-28,Water Bottle Steel,Sports,Hydration,5366,5,57,290568,8364,3.9,68,78,80,56
2025-02-28,Wireless Mouse Pro,Electronics,Computing,4206,0,32,134592,10339,4.4,63,89,47,32
2025-03-01,Air Fryer Pro,Kitchen,Appliances,4388,15,57,212598,2277,4.4,88,83,63,56
2025-03-01,Yoga Mat Plus,Sports,Fitness,5513,15,81,379570,3170,3.7,90,74,50,81
2025-03-01,Smart Watch Neo,Electronics,Wearables,3262,10,24,70459,8337,3.9,76,71,45,24
2025-03-01,Blender Max,Kitchen,Appliances,815,20,19,12388,2926,4.4,60,50,84,19
2025-03-01,Running Shoes X,Footwear,Sportswear,1140,15,58,56202,11099,3.6,92,50,57,57
2025-03-01,Coffee Maker Lite,Kitchen,Appliances,1120,15,86,81872,7300,4.5,61,81,53,86
2025-03-01,LED Desk Lamp,Home,Lighting,1931,10,63,109487,2011,3.7,86,88,83,63
2025-03-01,Gaming Headset Z,Electronics,Accessories,3809,0,56,213304,4077,4.0,87,64,61,56
2025-03-01,Water Bottle Steel,Sports,Hydration,5673,15,47,226636,3015,4.5,75,84,51,47
2025-03-01,Wireless Mouse Pro,Electronics,Computing,984,15,56,46838,8897,3.6,75,73,61,56
2025-03-02,Air Fryer Pro,Kitchen,Appliances,4472,5,35,148694,3881,3.5,91,73,77,35
2025-03-02,Yoga Mat Plus,Sports,Fitness,5683,15,46,222205,6673,4.1,83,66,31,46
2025-03-02,Smart Watch Neo,Electronics,Wearables,2494,0,52,129688,4172,3.5,80,49,75,52
2025-03-02,Blender Max,Kitchen,Appliances,3693,20,64,189081,9825,3.7,93,51,51,64
2025-03-02,Running Shoes X,Footwear,Sportswear,4931,20,53,209074,6535,4.5,92,84,65,53
2025-03-02,Coffee Maker Lite,Kitchen,Appliances,5043,5,22,105398,10386,3.8,75,44,33,22
2025-03-02,LED Desk Lamp,Home,Lighting,3508,10,46,145231,11103,4.7,82,53,36,46
2025-03-02,Gaming Headset Z,Electronics,Accessories,4429,15,50,188232,10872,4.1,93,44,74,50
2025-03-02,Water Bottle Steel,Sports,Hydration,4666,15,29,115016,4253,3.7,92,70,64,28
2025-03-02,Wireless Mouse Pro,Electronics,Computing,1584,15,63,84823,7229,3.5,82,71,69,63
2025-03-03,Air Fryer Pro,Kitchen,Appliances,4780,10,69,296838,9774,4.0,64,66,54,69
2025-03-03,Yoga Mat Plus,Sports,Fitness,2070,0,53,109710,9754,4.6,83,50,58,53
2025-03-03,Smart Watch Neo,Electronics,Wearables,3375,10,48,145800,5966,3.9,60,56,31,48
2025-03-03,Blender Max,Kitchen,Appliances,4796,15,64,260902,9493,4.3,92,42,64,64
2025-03-03,Running Shoes X,Footwear,Sportswear,3556,10,52,166420,5144,4.5,78,77,56,52
2025-03-03,Coffee Maker Lite,Kitchen,Appliances,970,20,35,27160,8331,4.5,87,86,82,35
2025-03-03,LED Desk Lamp,Home,Lighting,4725,10,45,191362,9977,4.2,85,62,72,45
2025-03-03,Gaming Headset Z,Electronics,Accessories,1723,0,46,79258,6306,4.6,71,54,60,46
2025-03-03,Water Bottle Steel,Sports,Hydration,4845,10,66,287793,4657,4.1,65,85,81,66
2025-03-03,Wireless Mouse Pro,Electronics,Computing,5637,0,57,321309,10105,3.7,94,79,37,56
2025-03-04,Air Fryer Pro,Kitchen,Appliances,2266,15,37,71265,6362,4.7,63,64,41,37
2025-03-04,Yoga Mat Plus,Sports,Fitness,2693,15,70,160233,10106,4.7,83,55,42,70
2025-03-04,Smart Watch Neo,Electronics,Wearables,1400,20,34,38080,11290,4.7,66,85,40,34
2025-03-04,Blender Max,Kitchen,Appliances,4219,0,68,286892,9382,4.5,87,82,76,68
2025-03-04,Running Shoes X,Footwear,Sportswear,1112,5,47,49650,9008,4.2,73,74,59,47
2025-03-04,Coffee Maker Lite,Kitchen,Appliances,5243,0,70,367010,3773,4.0,88,84,44,70
2025-03-04,LED Desk Lamp,Home,Lighting,5517,0,23,126891,8719,4.1,82,64,71,23
2025-03-04,Gaming Headset Z,Electronics,Accessories,4390,0,29,127310,3192,3.7,66,87,79,28
2025-03-04,Water Bottle Steel,Sports,Hydration,5637,10,37,187712,3211,3.7,76,43,72,37
2025-03-04,Wireless Mouse Pro,Electronics,Computing,1301,5,44,54381,3283,4.2,89,89,38,44
2025-03-05,Air Fryer Pro,Kitchen,Appliances,5186,20,37,153505,10947,3.6,86,71,43,37
2025-03-05,Yoga Mat Plus,Sports,Fitness,5272,5,34,170285,7275,3.9,75,74,76,34
2025-03-05,Smart Watch Neo,Electronics,Wearables,3902,15,57,189051,7037,4.5,63,69,59,56
2025-03-05,Blender Max,Kitchen,Appliances,2101,10,85,160726,7185,4.3,89,75,47,85
2025-03-05,Running Shoes X,Footwear,Sportswear,1492,20,56,66841,9933,4.7,92,49,66,56
2025-03-05,Coffee Maker Lite,Kitchen,Appliances,2347,10,12,25347,5494,4.8,80,51,84,12
2025-03-05,LED Desk Lamp,Home,Lighting,2364,0,21,49644,7811,3.5,77,42,36,21
2025-03-05,Gaming Headset Z,Electronics,Accessories,2506,5,63,149984,11963,4.5,92,83,60,63
2025-03-05,Water Bottle Steel,Sports,Hydration,5475,10,23,113332,8748,3.6,61,83,35,23
2025-03-05,Wireless Mouse Pro,Electronics,Computing,2249,0,65,146185,8646,4.3,75,70,43,65
2025-03-06,Air Fryer Pro,Kitchen,Appliances,2235,15,49,93087,11145,3.7,91,44,52,49
2025-03-06,Yoga Mat Plus,Sports,Fitness,3924,10,44,155390,3353,4.2,74,46,58,44
2025-03-06,Smart Watch Neo,Electronics,Wearables,2970,10,42,112266,10226,3.6,72,68,48,42
2025-03-06,Blender Max,Kitchen,Appliances,3938,5,41,153385,10531,4.1,80,42,74,41
2025-03-06,Running Shoes X,Footwear,Sportswear,3887,20,42,130603,8470,3.6,93,80,51,42
2025-03-06,Coffee Maker Lite,Kitchen,Appliances,4279,0,45,192555,11643,3.6,75,85,37,45
2025-03-06,LED Desk Lamp,Home,Lighting,3799,0,25,94975,4936,3.6,65,86,34,25
2025-03-06,Gaming Headset Z,Electronics,Accessories,2250,0,51,114750,7649,4.7,73,67,47,51
2025-03-06,Water Bottle Steel,Sports,Hydration,4315,0,47,202805,6206,4.0,91,59,57,47
2025-03-06,Wireless Mouse Pro,Electronics,Computing,3328,15,43,121638,2813,4.8,62,65,37,43
2025-03-07,Air Fryer Pro,Kitchen,Appliances,2341,20,45,84276,3141,4.3,77,41,39,45
2025-03-07,Yoga Mat Plus,Sports,Fitness,2838,20,46,104438,6270,4.7,72,89,76,46
2025-03-07,Smart Watch Neo,Electronics,Wearables,2584,10,43,100000,8681,4.6,83,80,30,43
2025-03-07,Blender Max,Kitchen,Appliances,5458,10,63,309468,8869,3.7,78,57,41,63
2025-03-07,Running Shoes X,Footwear,Sportswear,5334,15,75,340042,4962,4.2,85,74,63,75
2025-03-07,Coffee Maker Lite,Kitchen,Appliances,926,10,23,19168,3191,4.2,72,62,83,23
2025-03-07,LED Desk Lamp,Home,Lighting,4879,10,34,149297,11654,4.7,80,65,69,34
2025-03-07,Gaming Headset Z,Electronics,Accessories,4980,0,45,224100,5560,3.8,82,62,72,45
2025-03-07,Water Bottle Steel,Sports,Hydration,5814,20,72,334886,5296,4.4,82,66,74,72
2025-03-07,Wireless Mouse Pro,Electronics,Computing,3787,5,77,277019,5159,4.5,66,89,77,77
2025-03-08,Air Fryer Pro,Kitchen,Appliances,3187,10,63,180702,4156,4.0,80,65,69,63
2025-03-08,Yoga Mat Plus,Sports,Fitness,2959,20,33,78117,8772,3.6,87,80,31,33
2025-03-08,Smart Watch Neo,Electronics,Wearables,4953,5,62,291731,9164,4.5,70,53,31,62
2025-03-08,Blender Max,Kitchen,Appliances,5666,20,47,213041,3378,3.6,78,57,78,47
2025-03-08,Running Shoes X,Footwear,Sportswear,2707,20,44,95286,4048,3.8,93,64,45,44
2025-03-08,Coffee Maker Lite,Kitchen,Appliances,2561,20,41,84000,6818,4.3,68,40,71,41
2025-03-08,LED Desk Lamp,Home,Lighting,4786,0,37,177082,3462,4.0,84,84,35,37
2025-03-08,Gaming Headset Z,Electronics,Accessories,2868,5,40,108984,9237,4.3,90,81,39,40
2025-03-08,Water Bottle Steel,Sports,Hydration,2840,15,46,111044,6476,4.6,74,43,69,46
2025-03-08,Wireless Mouse Pro,Electronics,Computing,3468,0,50,173400,8297,4.7,75,54,64,50
2025-03-09,Air Fryer Pro,Kitchen,Appliances,5988,20,78,373651,5841,4.6,63,81,74,78
2025-03-09,Yoga Mat Plus,Sports,Fitness,4060,0,61,247660,2066,3.6,68,69,82,61
2025-03-09,Smart Watch Neo,Electronics,Wearables,3114,10,44,123314,2548,3.8,68,46,31,44
2025-03-09,Blender Max,Kitchen,Appliances,2581,15,29,63621,2790,4.3,80,62,58,28
2025-03-09,Running Shoes X,Footwear,Sportswear,4077,5,60,232389,8232,3.7,79,83,84,60
2025-03-09,Coffee Maker Lite,Kitchen,Appliances,5104,20,61,249075,9297,4.8,87,81,84,61
2025-03-09,LED Desk Lamp,Home,Lighting,2405,10,39,84415,4933,3.9,64,58,51,39
2025-03-09,Gaming Headset Z,Electronics,Accessories,2650,15,23,51807,3490,4.2,75,63,70,23
2025-03-09,Water Bottle Steel,Sports,Hydration,3171,0,66,209286,9088,4.4,66,69,48,66
2025-03-09,Wireless Mouse Pro,Electronics,Computing,3152,0,38,119776,3167,4.1,67,57,57,38
2025-03-10,Air Fryer Pro,Kitchen,Appliances,2377,0,61,144997,8691,3.7,83,57,52,61
2025-03-10,Yoga Mat Plus,Sports,Fitness,2981,20,43,102546,5197,3.9,76,85,53,43
2025-03-10,Smart Watch Neo,Electronics,Wearables,3178,5,37,111706,11499,4.5,73,65,77,37
2025-03-10,Blender Max,Kitchen,Appliances,5461,10,34,167106,8322,4.7,91,61,36,34
2025-03-10,Running Shoes X,Footwear,Sportswear,2444,0,38,92872,10181,3.8,62,84,69,38
2025-03-10,Coffee Maker Lite,Kitchen,Appliances,3130,0,52,162760,3754,3.8,66,83,52,52
2025-03-10,LED Desk Lamp,Home,Lighting,4424,10,52,207043,10881,4.0,76,74,77,52
2025-03-10,Gaming Headset Z,Electronics,Accessories,2212,10,68,135374,2371,4.7,94,53,77,68
2025-03-10,Water Bottle Steel,Sports,Hydration,4124,20,63,207849,7969,4.0,73,89,44,63
2025-03-10,Wireless Mouse Pro,Electronics,Computing,3950,10,45,159975,8414,4.6,67,54,32,45
2025-03-11,Air Fryer Pro,Kitchen,Appliances,5597,20,64,286566,10543,4.3,89,88,42,64
2025-03-11,Yoga Mat Plus,Sports,Fitness,1824,5,39,67579,6174,4.0,88,73,47,39
2025-03-11,Smart Watch Neo,Electronics,Wearables,3349,20,39,104488,6435,4.0,81,74,66,39
2025-03-11,Blender Max,Kitchen,Appliances,3481,0,48,167088,11130,4.1,61,43,50,48
2025-03-11,Running Shoes X,Footwear,Sportswear,2305,0,49,112945,3551,4.0,68,44,71,49
2025-03-11,Coffee Maker Lite,Kitchen,Appliances,1064,10,50,47880,4659,4.2,81,61,63,50
2025-03-11,LED Desk Lamp,Home,Lighting,2262,20,54,97718,8240,4.4,63,43,47,54
2025-03-11,Gaming Headset Z,Electronics,Accessories,2506,10,52,117280,3567,4.4,65,55,63,52
2025-03-11,Water Bottle Steel,Sports,Hydration,3721,0,68,253028,5020,4.5,76,54,47,68
2025-03-11,Wireless Mouse Pro,Electronics,Computing,1718,10,43,66486,4809,4.2,63,42,36,43
2025-03-12,Air Fryer Pro,Kitchen,Appliances,945,5,24,21546,2192,4.7,88,60,55,24
2025-03-12,Yoga Mat Plus,Sports,Fitness,2669,0,57,152133,7882,3.9,65,59,53,56
2025-03-12,Smart Watch Neo,Electronics,Wearables,4805,0,29,139345,7077,4.2,94,69,58,28
2025-03-12,Blender Max,Kitchen,Appliances,4405,10,52,206154,4173,4.1,93,40,60,52
2025-03-12,Running Shoes X,Footwear,Sportswear,2959,5,34,95575,6493,4.4,74,85,51,34
2025-03-12,Coffee Maker Lite,Kitchen,Appliances,4834,10,34,147920,10107,3.5,60,60,58,34
2025-03-12,LED Desk Lamp,Home,Lighting,3557,20,48,136588,11743,3.7,85,55,57,48
2025-03-12,Gaming Headset Z,Electronics,Accessories,4960,15,30,126480,2585,4.2,76,62,36,30
2025-03-12,Water Bottle Steel,Sports,Hydration,4811,20,35,134708,8957,4.7,73,53,45,35
2025-03-12,Wireless Mouse Pro,Electronics,Computing,1126,10,34,34455,2001,3.7,76,76,41,34
2025-03-13,Air Fryer Pro,Kitchen,Appliances,2661,0,35,93135,5129,3.6,77,45,74,35
2025-03-13,Yoga Mat Plus,Sports,Fitness,3968,5,56,211097,8604,4.7,86,65,62,56
2025-03-13,Smart Watch Neo,Electronics,Wearables,1347,20,50,53880,9776,4.2,75,53,58,50
2025-03-13,Blender Max,Kitchen,Appliances,4025,10,78,282555,4460,3.7,82,46,32,78
2025-03-13,Running Shoes X,Footwear,Sportswear,2879,5,78,213333,4565,4.0,66,65,63,78
2025-03-13,Coffee Maker Lite,Kitchen,Appliances,1469,15,60,74919,8269,3.8,92,49,80,60
2025-03-13,LED Desk Lamp,Home,Lighting,4878,5,60,278046,10911,4.4,74,66,57,60
2025-03-13,Gaming Headset Z,Electronics,Accessories,4703,10,51,215867,6593,4.1,66,52,44,51
2025-03-13,Water Bottle Steel,Sports,Hydration,4472,15,44,167252,4223,3.8,83,79,75,44
2025-03-13,Wireless Mouse Pro,Electronics,Computing,5504,0,47,258688,6823,4.7,61,71,53,47
2025-03-14,Air Fryer Pro,Kitchen,Appliances,4520,15,54,207468,2924,4.2,76,57,71,54
2025-03-14,Yoga Mat Plus,Sports,Fitness,1295,15,74,81455,4148,4.3,76,48,43,74
2025-03-14,Smart Watch Neo,Electronics,Wearables,4304,20,55,189376,7523,4.3,68,52,44,55
2025-03-14,Blender Max,Kitchen,Appliances,954,15,47,38112,2996,4.6,85,65,54,47
2025-03-14,Running Shoes X,Footwear,Sportswear,1977,5,60,112689,7599,4.1,61,72,71,60
2025-03-14,Coffee Maker Lite,Kitchen,Appliances,1586,0,29,45994,10096,4.1,62,82,78,28
2025-03-14,LED Desk Lamp,Home,Lighting,5462,5,67,347656,10052,4.3,75,63,83,67
2025-03-14,Gaming Headset Z,Electronics,Accessories,1952,0,41,80032,9433,3.6,75,47,58,41
2025-03-14,Water Bottle Steel,Sports,Hydration,5382,15,44,201286,11549,4.2,85,53,36,44
2025-03-14,Wireless Mouse Pro,Electronics,Computing,5433,0,85,461805,2300,4.0,62,43,55,85
2025-03-15,Air Fryer Pro,Kitchen,Appliances,3306,5,36,113065,11355,4.8,92,52,43,36
2025-03-15,Yoga Mat Plus,Sports,Fitness,2551,5,11,26657,9067,4.1,61,81,38,11
2025-03-15,Smart Watch Neo,Electronics,Wearables,1902,20,64,97382,7499,4.5,79,85,32,64
2025-03-15,Blender Max,Kitchen,Appliances,4679,5,56,248922,11727,4.8,75,58,63,56
2025-03-15,Running Shoes X,Footwear,Sportswear,4427,20,40,141664,2277,3.6,89,79,36,40
2025-03-15,Coffee Maker Lite,Kitchen,Appliances,5375,10,104,503100,3797,3.8,66,44,40,104
2025-03-15,LED Desk Lamp,Home,Lighting,942,10,57,48324,5364,3.7,62,68,35,56
2025-03-15,Gaming Headset Z,Electronics,Accessories,5300,20,37,156880,11080,4.2,67,81,53,37
2025-03-15,Water Bottle Steel,Sports,Hydration,3740,10,33,111078,5723,3.8,93,80,39,33
2025-03-15,Wireless Mouse Pro,Electronics,Computing,5529,0,36,199044,11154,3.9,60,51,68,36
2025-03-16,Air Fryer Pro,Kitchen,Appliances,5411,5,44,226179,9288,4.8,64,58,31,44
2025-03-16,Yoga Mat Plus,Sports,Fitness,3883,0,33,128139,10521,4.3,67,50,41,33
2025-03-16,Smart Watch Neo,Electronics,Wearables,5921,5,53,298122,3545,4.6,67,75,58,53
2025-03-16,Blender Max,Kitchen,Appliances,1673,15,18,25596,7645,4.6,80,61,50,18
2025-03-16,Running Shoes X,Footwear,Sportswear,3083,5,27,79078,7413,3.5,81,83,39,27
2025-03-16,Coffee Maker Lite,Kitchen,Appliances,2269,5,37,79755,9557,4.2,83,49,37,37
2025-03-16,LED Desk Lamp,Home,Lighting,869,20,44,30588,10992,4.1,87,71,41,44
2025-03-16,Gaming Headset Z,Electronics,Accessories,2121,10,23,43904,7705,4.2,91,81,55,23
2025-03-16,Water Bottle Steel,Sports,Hydration,824,10,43,31888,2231,4.6,88,70,36,43
2025-03-16,Wireless Mouse Pro,Electronics,Computing,5184,20,69,286156,8401,3.8,92,76,63,69
2025-03-17,Air Fryer Pro,Kitchen,Appliances,1395,10,44,55242,6497,3.9,83,47,59,44
2025-03-17,Yoga Mat Plus,Sports,Fitness,1108,5,63,66313,10534,4.5,70,41,55,63
2025-03-17,Smart Watch Neo,Electronics,Wearables,4035,0,73,294555,8353,4.1,78,62,83,73
2025-03-17,Blender Max,Kitchen,Appliances,3680,15,62,193936,6887,4.0,67,57,77,62
2025-03-17,Running Shoes X,Footwear,Sportswear,804,5,25,19095,7378,4.6,71,41,40,25
2025-03-17,Coffee Maker Lite,Kitchen,Appliances,1931,15,54,88632,8737,4.0,81,51,31,54
2025-03-17,LED Desk Lamp,Home,Lighting,5892,5,43,240688,9318,4.3,68,71,44,43
2025-03-17,Gaming Headset Z,Electronics,Accessories,3844,20,64,196812,7636,3.7,72,80,82,64
2025-03-17,Water Bottle Steel,Sports,Hydration,1454,5,80,110504,10446,4.3,80,45,30,80
2025-03-17,Wireless Mouse Pro,Electronics,Computing,5795,10,45,234697,9787,4.3,82,68,50,45
2025-03-18,Air Fryer Pro,Kitchen,Appliances,1808,10,44,71596,4682,3.8,63,79,45,44
2025-03-18,Yoga Mat Plus,Sports,Fitness,5769,0,57,328833,10075,4.0,92,67,38,56
2025-03-18,Smart Watch Neo,Electronics,Wearables,3371,20,46,124052,2098,3.7,93,52,68,46
2025-03-18,Blender Max,Kitchen,Appliances,3465,20,61,169092,4415,4.6,70,81,67,61
2025-03-18,Running Shoes X,Footwear,Sportswear,3683,20,68,200355,3223,4.7,69,82,44,68
2025-03-18,Coffee Maker Lite,Kitchen,Appliances,3246,20,34,88291,10412,4.0,69,51,83,34
2025-03-18,LED Desk Lamp,Home,Lighting,2851,5,48,130005,6310,4.0,62,48,82,48
2025-03-18,Gaming Headset Z,Electronics,Accessories,5553,10,44,219898,6002,4.2,93,80,43,44
2025-03-18,Water Bottle Steel,Sports,Hydration,1571,20,33,41474,5407,3.6,64,73,71,33
2025-03-18,Wireless Mouse Pro,Electronics,Computing,3711,5,81,285561,9952,4.0,86,63,64,81
2025-03-19,Air Fryer Pro,Kitchen,Appliances,4557,5,66,285723,10624,3.9,63,46,52,66
2025-03-19,Yoga Mat Plus,Sports,Fitness,1697,0,40,67880,6567,3.7,90,86,60,40
2025-03-19,Smart Watch Neo,Electronics,Wearables,4238,10,67,255551,6784,4.4,75,86,42,67
2025-03-19,Blender Max,Kitchen,Appliances,5855,15,50,248837,5491,4.5,81,89,79,50
2025-03-19,Running Shoes X,Footwear,Sportswear,1387,20,64,71014,9865,4.6,79,54,52,64
2025-03-19,Coffee Maker Lite,Kitchen,Appliances,964,20,46,35475,5057,4.6,78,69,74,46
2025-03-19,LED Desk Lamp,Home,Lighting,4957,15,64,269660,2364,3.8,63,73,31,64
2025-03-19,Gaming Headset Z,Electronics,Accessories,4950,5,39,183397,5039,4.1,72,78,34,39
2025-03-19,Water Bottle Steel,Sports,Hydration,4761,5,38,171872,4738,4.2,60,67,78,38
2025-03-19,Wireless Mouse Pro,Electronics,Computing,4614,20,30,110736,9892,3.6,76,44,60,30
2025-03-20,Air Fryer Pro,Kitchen,Appliances,3667,20,48,140812,5555,4.2,72,53,62,48
2025-03-20,Yoga Mat Plus,Sports,Fitness,1245,20,60,59760,5626,4.2,69,70,35,60
2025-03-20,Smart Watch Neo,Electronics,Wearables,2648,0,49,129752,10283,4.7,82,59,67,49
2025-03-20,Blender Max,Kitchen,Appliances,1493,0,72,107496,10347,3.8,80,57,76,72
2025-03-20,Running Shoes X,Footwear,Sportswear,5976,20,58,277286,3410,4.6,94,80,69,57
2025-03-20,Coffee Maker Lite,Kitchen,Appliances,4194,0,62,260028,6332,4.2,79,83,74,62
2025-03-20,LED Desk Lamp,Home,Lighting,4737,20,77,291799,7490,3.8,82,48,46,77
2025-03-20,Gaming Headset Z,Electronics,Accessories,3356,5,46,146657,8354,4.4,79,48,46,46
2025-03-20,Water Bottle Steel,Sports,Hydration,5178,5,77,378770,11744,3.8,77,46,46,77
2025-03-20,Wireless Mouse Pro,Electronics,Computing,5324,15,42,190066,8117,3.7,89,51,33,42
2025-03-21,Air Fryer Pro,Kitchen,Appliances,3575,20,53,151580,6109,3.9,78,51,47,53
2025-03-21,Yoga Mat Plus,Sports,Fitness,1328,10,27,32270,7398,4.0,74,71,38,27
2025-03-21,Smart Watch Neo,Electronics,Wearables,2747,15,55,128422,9378,3.9,79,40,50,55
2025-03-21,Blender Max,Kitchen,Appliances,3280,20,70,183680,8784,3.8,91,78,51,70
2025-03-21,Running Shoes X,Footwear,Sportswear,2703,10,64,155692,2988,3.8,67,70,63,64
2025-03-21,Coffee Maker Lite,Kitchen,Appliances,5827,5,69,381959,8654,4.3,68,85,37,69
2025-03-21,LED Desk Lamp,Home,Lighting,2078,10,61,114082,5539,3.9,87,51,31,61
2025-03-21,Gaming Headset Z,Electronics,Accessories,3565,15,45,136361,5382,3.6,83,64,30,45
2025-03-21,Water Bottle Steel,Sports,Hydration,1958,0,51,99858,8606,4.2,76,43,36,51
2025-03-21,Wireless Mouse Pro,Electronics,Computing,1117,0,73,81541,3502,4.6,93,45,79,73
2025-03-22,Air Fryer Pro,Kitchen,Appliances,4357,20,37,128967,4603,4.4,65,89,66,37
2025-03-22,Yoga Mat Plus,Sports,Fitness,3061,5,60,174477,2508,3.8,76,46,42,60
2025-03-22,Smart Watch Neo,Electronics,Wearables,4705,15,53,211960,7171,3.8,64,71,39,53
2025-03-22,Blender Max,Kitchen,Appliances,4776,10,42,180532,5557,4.8,94,42,33,42
2025-03-22,Running Shoes X,Footwear,Sportswear,5764,10,50,259380,5395,4.5,72,66,35,50
2025-03-22,Coffee Maker Lite,Kitchen,Appliances,2567,0,23,59041,2354,4.3,61,52,81,23
